solvent,SMILES,Property_0,Value_0,Property_1,Value_1,Property_2,Value_2,Property_3,Value_3,Property_4,Value_4,Property_5,Value_5,Property_6,Value_6,Property_7,Value_7,Property_8,Value_8,Property_9,Value_9,Property_10,Value_10,Property_11,Value_11
nitrile,C1=CC=C(C=C1)CC#N,fn,,N_mol_cm3,-0.23262218656748346,pi_star,1.5366088227776467,alpha,-0.5624739952482177,SA,,SdP,,SB,,n,,ET30,0.13280298303841204,beta,-0.09846815221612285,SP,,delta,
alkane,CCCCCC,beta,-1.5067917246095073,N_mol_cm3,-0.44789780613330377,alpha,-0.5624739952482177,ET30,-1.488929354262808,fn,-0.7847997481234208,SA,-0.5896346870860926,n,-0.9451217036913754,pi_star,-2.31661330134498,SdP,-1.5203850162022057,SP,-1.2525687431789632,SB,-1.2272136414254289,delta,-1.2061910400554143
ester,COC(=O)C(Cl)(Cl)Cl,beta,,SP,,pi_star,,SdP,,alpha,,SB,,n,0.3506105069704586,ET30,-0.296886781545672,delta,,N_mol_cm3,-0.2961797504392973,fn,0.3601699865043147,SA,
monohydric_alcohol,COC(=O)C1=CC=CC=C1O,beta,,n,1.6949326755321095,fn,1.479755958147379,delta,,SP,1.3895661902714331,N_mol_cm3,-0.4273953661746542,SdP,0.6628009063555007,SA,0.4076755610175503,SB,-0.6885786990472269,pi_star,,ET30,0.5070489070310006,alpha,
alkane,CCCCCCCCCCCCC,N_mol_cm3,-1.1736841806694973,alpha,,SA,-0.5896346870860926,SP,-0.3912560335960151,ET30,,beta,,SdP,-1.5203850162022057,n,,SB,-1.2474124517646115,delta,,pi_star,,fn,
ester,CCOC(=O)C(Cl)(Cl)Cl,SdP,,SP,,beta,-0.6480578390037851,ET30,-0.4216354228765348,pi_star,0.0916505262316617,fn,0.33235586323387595,alpha,-0.5624739952482177,n,0.3182172017039127,delta,,SA,,N_mol_cm3,-0.5401587859472267,SB,
alkane,CCCCCCCCCCCC,alpha,-0.5624739952482177,delta,-0.9578348348868522,SdP,-1.5203850162022057,ET30,-1.475068394114934,n,-0.18387902992754973,SA,-0.5896346870860926,SB,-1.126219589729516,pi_star,-1.9831613867574445,SP,-0.4727315601781847,fn,-0.10429886810882318,beta,-1.5067917246095073,N_mol_cm3,-1.1162773487852786
ester,CCCOC=O,n,,ET30,,SdP,0.34460376784506586,pi_star,,fn,,delta,,N_mol_cm3,0.09951734076263906,alpha,,SA,-0.5896346870860926,beta,,SB,0.4324552747774061,SP,-0.6589613352231467
ketone,CC(=O)CC(=O)C,alpha,,SA,,N_mol_cm3,-0.011195835014068572,n,0.2599092522241295,SdP,,SB,,delta,,SP,,beta,,fn,0.28212841732803734,pi_star,,ET30,1.0337653926502006
carboxylic_acid,CCC(=O)O,ET30,1.213957874572558,SP,-0.6938794180440772,delta,1.1738892594766361,N_mol_cm3,0.72074127150972,SA,2.179153581621738,pi_star,-0.019500111964183393,SdP,-0.24170392255842083,fn,-0.6235858491675823,beta,0.038929269480792845,alpha,2.0389198437524865,n,-0.766958524725375,SB,-0.14657728827916117
polyhydric_alcohol,C(C(CO)O)O,N_mol_cm3,0.7863490793773984,fn,0.6307500983196421,ET30,2.114920284184347,SB,-0.37549713878989704,SP,1.2149757761667812,alpha,2.2479604201007573,SA,2.3840803449307053,pi_star,0.12870073896361006,beta,0.24502540202616618,n,0.668064898582605,delta,2.7054191913494336,SdP,1.1931294705395592
misc_N_compound,CN1C=CN=C1,beta,,N_mol_cm3,0.5669729718198484,n,,SB,0.7994003292725561,pi_star,,alpha,,ET30,,fn,,SP,1.284811941808642,SdP,1.3050877229784157,SA,-0.275413650012342,delta,
amine,C(CN)N,beta,3.405166101055224,fn,0.380963068949205,SB,,alpha,-0.2605264960784931,SP,,SdP,,delta,,pi_star,-0.427052452015615,N_mol_cm3,1.0528807988398425,n,0.37490548592036527,ET30,0.03577626200329595,SA,
carboxylic_acid,CCCCC(=O)O,SA,1.6964372058272805,pi_star,-0.16770096289197642,beta,0.038929269480792845,SB,0.17660367714775993,n,-0.4025338404767315,delta,0.8220513021545071,fn,-0.2976475308431295,N_mol_cm3,-0.13216023077010092,SdP,-0.707214551119983,ET30,1.879283961670494,SP,-0.4261741164169442,alpha,2.20150695869003
nitrile,C1=CC=C(C=C1)CC#N,alpha,-0.5624739952482177,SB,,delta,,ET30,0.13280298303841204,SP,,SdP,,SA,,pi_star,1.5366088227776467,fn,,N_mol_cm3,-0.23262218656748346,beta,-0.09846815221612285,n,
carboxylic_acid,CCC(C)C(=O)O,SA,1.4095397371947258,beta,,SP,-0.4378134773572543,SB,-0.5741187737918589,SdP,-0.7514085981353212,pi_star,,ET30,,fn,,alpha,,delta,,n,,N_mol_cm3,-0.13216023077010092
monohydric_alcohol,CCCC(C)O,alpha,,SdP,0.4388844014777874,pi_star,,SP,-0.6589613352231467,beta,,SA,0.339366639914561,fn,-0.34355433624093984,SB,1.6679491738574068,N_mol_cm3,-0.1342104747659658,delta,,n,-0.4543631289032063,ET30,0.6595194686576112
ester,CCCOC(=O)C,N_mol_cm3,-0.23262218656748346,alpha,-0.5624739952482177,delta,-0.5646041767032963,SP,-0.6240432524022164,n,-0.8317451352584667,SA,-0.5896346870860926,fn,-0.6821845360577276,SdP,0.12657980256939758,beta,-0.13281750764035158,pi_star,,SB,0.4290888063875423,ET30,-0.5879669446510193
alkane,CCCCCCC,delta,-1.144101988763274,beta,-1.5067917246095073,alpha,-0.5624739952482177,N_mol_cm3,-0.6262690337735548,n,-0.7507618720921002,ET30,-1.475068394114934,pi_star,-2.4648141522727727,fn,-0.6090036874529834,SdP,-1.5203850162022057,SA,-0.5896346870860926,SB,-1.1363189948991073,SP,-1.0314208853130709
carboxylic_acid,CC(=O)O,fn,-0.8733728785380194,n,-1.0423016194910129,SP,-0.8451911102681088,N_mol_cm3,1.5674920418019456,delta,-0.3783370228268752,ET30,1.3802893963470426,SB,-0.10281319921093221,pi_star,0.20280116442750679,SA,2.5480217555778797,alpha,2.0389198437524865,SdP,0.4712933692890354,beta,0.038929269480792845
ether,CC1(C2CCC(O1)(CC2)C)C,N_mol_cm3,-0.7882383094468861,SA,-0.5896346870860926,alpha,-0.5624739952482177,beta,0.5885189562684551,pi_star,,SB,1.0653513320717933,SP,0.1441545696582508,SdP,-0.5098144744514724,fn,0.41012739237840273,n,0.4089184564502382,delta,,ET30,
ether,CCOCC,beta,0.1076279803292505,SA,-0.5896346870860926,pi_star,-1.1680567066545815,fn,-1.111278146511377,alpha,-0.5624739952482177,SdP,-0.3860711428085255,N_mol_cm3,-0.054250958927232626,ET30,-1.0037957490872293,SP,-1.2409293822386531,delta,-1.1027092879018467,SB,0.47621936384563507,n,-1.3014480616233797
alkane,CCCCCC,alpha,-0.5624739952482177,beta,-1.5067917246095073,SP,-1.2525687431789632,SB,-1.2272136414254289,fn,-0.7847997481234208,n,-0.9451217036913754,SdP,-1.5203850162022057,delta,-1.2061910400554143,SA,-0.5896346870860926,ET30,-1.488929354262808,pi_star,-2.31661330134498,N_mol_cm3,-0.44789780613330377
amine,CN(C)C1=CC=CC=C1,SdP,,SB,,N_mol_cm3,-0.394591462240815,ET30,-0.726576546129756,n,2.023724723987549,alpha,-0.5624739952482177,SP,,delta,,pi_star,0.5362530790150416,fn,1.7433150291371593,SA,,beta,-0.029769441367665003
ether,COC1=CC=CC=C1,SB,-0.4091618226885347,alpha,-0.5624739952482177,beta,-0.4076123510341828,SA,-0.2071047289093528,SP,1.1218608886443002,SdP,0.0794394857530368,N_mol_cm3,-0.1424114507494256,fn,1.1897329640459187,n,1.338606317600105,pi_star,0.5362530790150416,ET30,-0.6434107852425138,delta,-0.10928446722759977
misc_N_compound,CC[N+](=O)[O-],fn,-0.5360928788799906,alpha,,n,-0.6697786089257375,delta,0.5323023961245186,SA,-0.5896346870860926,SB,-0.6279822680296792,SP,-0.20502625855105303,N_mol_cm3,0.8499066432492122,ET30,0.2575516243692749,pi_star,,beta,,SdP,1.1371503443201307
ketone,CC(C)CC(=O)CC(C)C,SdP,,fn,-0.24715004490553877,pi_star,,delta,,ET30,-0.5186621439116509,n,-0.34584555626027896,beta,,SP,,alpha,,N_mol_cm3,-0.8517958733186998,SA,,SB,
halohydrocarbon,C(CCl)Cl,SP,0.5515322025691053,SdP,0.6657471761565233,n,0.18864398063772933,SA,-0.45301684488011407,alpha,-0.5624739952482177,beta,-1.1632981703672185,delta,-0.088588116796886,pi_star,0.8326547808706285,SB,-0.9915608541349655,ET30,-0.06125045903182015,fn,0.22055929008862124,N_mol_cm3,0.5710734598115784
monohydric_alcohol,CCO,pi_star,-0.16770096289197642,beta,1.0694099322076596,N_mol_cm3,1.4977837459425372,SP,-1.0546996071936912,SB,0.7994003292725561,fn,-1.021624855969771,SA,1.231936542326954,SdP,0.7865442379984477,n,-1.204268145823742,alpha,1.4350248454130372,ET30,1.4080113166427892,delta,1.0911038577537826
ester,CCOC(=O)C1=CC=CC=C1,fn,1.029599225217087,SP,,pi_star,0.57330329174699,ET30,-0.504801183763777,n,1.1442464860008301,SB,,N_mol_cm3,-0.5852641538562557,SA,,delta,,alpha,-0.5624739952482177,SdP,,beta,-0.09846815221612285
ester,COC(=O)C=C,N_mol_cm3,0.24303442047318566,delta,,beta,,SA,,SP,,fn,-0.44319910795736306,SB,,ET30,-0.40777446272866197,alpha,,n,-0.5661200320727878,pi_star,,SdP,
ester,CCCCOC(=O)C,alpha,-0.5624739952482177,ET30,-0.4493573431722826,SdP,0.05586932734485642,SA,-0.5896346870860926,n,-0.6357656383958645,delta,-0.6266932279954369,pi_star,-0.4641026647475631,fn,-0.5055783552920347,beta,0.038929269480792845,SB,0.35166003342067575,N_mol_cm3,-0.46429975810022345,SP,-0.5774858086409759
aromatic,CCCCC1=CC=CC=C1,delta,,fn,0.8270692014032185,SdP,-1.0018415312222377,N_mol_cm3,-0.704178305616423,alpha,,SA,-0.5896346870860926,n,0.9012966965017379,pi_star,,beta,,SB,-0.9141320811680991,SP,0.4816960369272445,ET30,
polyhydric_alcohol,C(CO)O,ET30,2.0178935631492307,SA,2.675531741636793,N_mol_cm3,1.6474515576406792,SP,0.6213683682109661,n,-0.025151834121474707,delta,1.8982615245516081,pi_star,1.2402071209220602,SB,0.38195824892944963,fn,0.034771748243366096,alpha,1.527931768234491,beta,0.27937475745039514,SdP,1.1607205027283112
ester,CC(=C)C(=O)OC,SB,,delta,,alpha,,SdP,,beta,,ET30,-0.5325231040595249,N_mol_cm3,-0.09320559484866658,fn,-0.21852580153984524,n,-0.3134522509937331,pi_star,,SP,,SA,
ester,CCOC(=O)CCl,SA,,n,-0.20007568256082084,delta,,N_mol_cm3,-0.09525583884453181,alpha,-0.5624739952482177,SdP,,pi_star,0.42510244081919657,fn,-0.1186109897916707,SB,,ET30,-0.3246087018414197,beta,-0.3045642847614962,SP,
halohydrocarbon,C1=CC=C(C=C1)Br,fn,1.7395344686926344,delta,-0.1506771680890266,SA,-0.5896346870860926,N_mol_cm3,-0.0604016909148276,SP,1.7620257403613573,beta,-1.300695592064134,pi_star,0.7585543554067318,ET30,-0.7127155859818821,n,2.018865728197568,alpha,-0.5624739952482177,SB,-0.7693739404039572,SdP,-0.05608892509400042
nitrile,CCCCC#N,SA,-0.5896346870860926,alpha,,n,,ET30,,SB,-0.04221676819338462,SdP,0.9927831240700259,beta,,SP,-0.32141986795415434,pi_star,,fn,,delta,,N_mol_cm3,-0.04399973894790792
halohydrocarbon,C1=CC=C(C=C1)F,N_mol_cm3,0.1794768566013722,beta,-1.2663462366399052,SA,-0.5896346870860926,SB,-1.0353249432031946,alpha,-0.5624739952482177,fn,0.4987005227929998,SdP,-0.014841147879684746,ET30,-0.6572717453903877,pi_star,0.12870073896361006,SP,0.435138593166004,n,0.5125770333031878,delta,-0.46112242454972885
ketone,CCCCC(=O)C,SA,,N_mol_cm3,-0.3597373143111108,delta,,alpha,-0.5160205338374909,fn,-0.40566354354385936,pi_star,0.23985137715945515,beta,0.14197733575347943,SdP,,ET30,-0.22758198080630362,SB,,SP,,n,-0.5240087352262793
ketone,CCCCCC(=O)C,fn,-0.40998418405188913,pi_star,0.0916505262316617,SA,,delta,,SP,,SdP,,beta,0.14197733575347943,ET30,-0.08897237932756691,N_mol_cm3,-0.5463095179348216,alpha,-0.4463403417214005,SB,,n,-0.5288677310162606
monohydric_alcohol,CCCC(C)O,n,-0.4543631289032063,fn,-0.34355433624093984,delta,,ET30,0.6595194686576112,beta,,alpha,,SdP,0.4388844014777874,pi_star,,SP,-0.6589613352231467,SB,1.6679491738574068,SA,0.339366639914561,N_mol_cm3,-0.1342104747659658
misc_N_compound,CN(C)C(=N)N(C)C,SA,-0.5896346870860926,alpha,-0.5624739952482177,beta,1.4472528418741775,pi_star,0.6474037172108867,SP,0.6562864510318964,fn,0.5537886892703732,N_mol_cm3,-0.3802397542697602,SB,1.9507325186059625,n,0.5773636438362795,delta,-0.39903337325758825,SdP,0.6893173345647037,ET30,-0.33846966198929357
aromatic,CCC1=CC=CC=C1,SB,-0.9511632334566004,SdP,-0.8221190733598623,SP,0.5631715635094154,pi_star,,N_mol_cm3,-0.33923487435246136,n,0.9984766123013755,SA,-0.5896346870860926,fn,0.9083512509605179,ET30,,alpha,,beta,,delta,-0.5646041767032963
halohydrocarbon,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,SA,-0.5896346870860926,delta,,pi_star,,fn,,alpha,,n,,ET30,,SB,-1.2238471730355651,beta,,N_mol_cm3,-0.9994134410209765,SdP,-1.5203850162022057,SP,-4.476671723644865
amide,CN(C)P(=O)(N(C)C)N(C)C,beta,2.0998905949345263,SP,0.23726945718073184,SA,-0.5896346870860926,SB,1.321202929701439,delta,-0.5025151254111557,ET30,-0.11669429962331464,n,0.3975807996069484,pi_star,1.0549560572623182,alpha,-0.5624739952482177,fn,0.40040595123533634,N_mol_cm3,-0.8517958733186998,SdP,1.720511764922595
ether,CC1(C2CCC(O1)(CC2)C)C,pi_star,,SP,0.1441545696582508,SdP,-0.5098144744514724,delta,,fn,0.41012739237840273,SA,-0.5896346870860926,N_mol_cm3,-0.7882383094468861,n,0.4089184564502382,SB,1.0653513320717933,beta,0.5885189562684551,ET30,,alpha,-0.5624739952482177
ester,CCOC=O,SP,-0.8801091930890391,alpha,-0.5624739952482177,n,-1.204268145823742,fn,-1.021624855969771,pi_star,0.0916505262316617,delta,-0.33694432196544766,SdP,0.5626277331207341,SA,-0.5896346870860926,ET30,-0.11669429962331464,beta,-0.27021492933726726,N_mol_cm3,0.5280183358984144,SB,0.190069550707215
polyhydric_alcohol,CCC(CO)O,alpha,,SB,0.8330650131711939,SP,0.00448223837452927,N_mol_cm3,0.2799388123987548,fn,0.11929427818168774,SdP,0.8867174112332141,pi_star,,SA,1.5324957951801066,ET30,1.5050380376779053,beta,,n,0.07202808167816284,delta,
monohydric_alcohol,CCOC(=O)C1=CC=CC=C1O,N_mol_cm3,-0.6242187897776899,ET30,,beta,,pi_star,,SP,1.1102215277039902,SA,-0.05227117440924393,SB,-0.6212493312499517,delta,,alpha,,n,,fn,,SdP,0.4860247182941482
nitrile,CCCCC#N,pi_star,,n,,SdP,0.9927831240700259,fn,,ET30,,SA,-0.5896346870860926,SB,-0.04221676819338462,SP,-0.32141986795415434,beta,,alpha,,N_mol_cm3,-0.04399973894790792,delta,
amine,CCNCC,ET30,-0.8790471077563666,delta,,fn,,SP,,beta,,SA,,n,,SdP,,pi_star,,N_mol_cm3,-0.027597786980988245,SB,,alpha,
amine,C(CN)N,SB,,SdP,,pi_star,-0.427052452015615,beta,3.405166101055224,delta,,ET30,0.03577626200329595,alpha,-0.2605264960784931,SA,,SP,,fn,0.380963068949205,N_mol_cm3,1.0528807988398425,n,0.37490548592036527
halohydrocarbon,C1=CC=C2C(=C1)C=CC=C2Br,SdP,0.45066948068187757,SP,2.7979288640489575,SB,-0.7357092565053195,pi_star,,fn,,alpha,,N_mol_cm3,-0.5524602499224164,beta,,ET30,,delta,,n,,SA,-0.5896346870860926
ether,CCCOCCC,ET30,-1.0731005498265977,N_mol_cm3,-0.5135056140009823,beta,0.07327862490502177,alpha,-0.5624739952482177,fn,-0.6983869379628376,delta,-1.06131658704042,SA,-0.5896346870860926,n,-0.8495614531550649,SP,-0.9150272759099696,pi_star,-1.1680567066545815,SB,0.8263320763914663,SdP,-0.6777518531097577
amine,CN1CCCCC1,SdP,-1.1786177192835905,ET30,,fn,,delta,,SA,-0.5896346870860926,SP,-0.18174753667043278,SB,1.3986317026683057,n,,N_mol_cm3,-0.3228329223855417,pi_star,,beta,,alpha,
polyhydric_alcohol,CC(C(C)O)O,N_mol_cm3,0.2799388123987548,SB,0.7792015189333735,pi_star,,fn,0.10255179621307436,beta,,SP,-0.11191137102857202,SA,1.5097261548124434,ET30,1.3941503564949154,delta,,n,0.052592098518237484,alpha,,SdP,1.063493599294567
halohydrocarbon,C1=CC=C(C(=C1)Cl)Cl,fn,1.6490710580557728,n,1.9054891597646557,beta,-1.4037436583368206,SB,-0.9309644231174179,SP,1.6921895747194966,ET30,-0.5186621439116509,N_mol_cm3,-0.17726559867912983,pi_star,0.7956045681386802,SA,-0.43935506065951624,delta,-0.04719541593545917,alpha,-0.5624739952482177,SdP,0.4712933692890354
ester,CC(=O)OC=C,SA,,N_mol_cm3,0.19587880856829187,fn,-0.48397515275188885,SP,,SdP,,ET30,-0.5186621439116509,beta,,alpha,,n,-0.6114706594459541,pi_star,,SB,,delta,
nitrile,CCCC#N,alpha,-0.5624739952482177,beta,-0.13281750764035158,SA,-0.5896346870860926,SP,-0.4028953945363252,SB,-0.1230120095501148,delta,-0.04719541593545917,n,-0.815548482625192,pi_star,0.46215265355114493,N_mol_cm3,0.3250441803077837,SdP,1.0251920918812738,ET30,0.10508106274266431,fn,-0.6676023743431295
ketone,CCCC(=O)C,ET30,-0.08897237932756691,beta,0.21067604660193728,SP,-0.4028953945363252,SA,-0.5440954063507665,pi_star,0.23985137715945515,N_mol_cm3,-0.09115535085280171,alpha,-0.4463403417214005,fn,-0.5652572023091876,n,-0.7021719141922833,SB,0.3920576540990409,SdP,0.7865442379984477,delta,-0.5025151254111557
halohydrocarbon,C1=CC=C(C=C1)C(F)(F)F,n,-0.2972555983604584,pi_star,,delta,-0.7922640314411449,beta,,SB,-1.169983678797745,alpha,,SP,-0.3446985898347746,ET30,-0.4493573431722826,SdP,0.4329918618757423,fn,-0.20421367985699923,SA,-0.5258796940566359,N_mol_cm3,-0.3515363383276509
ketone,CC(C)C(=O)C(C)C,alpha,,SdP,,pi_star,,beta,,SP,,ET30,-0.4216354228765348,n,-0.5564020404928252,fn,-0.434557826941305,SB,,N_mol_cm3,-0.5647617138976062,delta,,SA,
halohydrocarbon,CCCCCl,SP,-0.3563379507750847,n,-0.5078120825930081,delta,-0.7301749801490043,N_mol_cm3,-0.04810022693963766,alpha,-0.5624739952482177,SA,-0.5896346870860926,ET30,-0.6711327055382615,pi_star,-0.7234541538712015,fn,-0.3913514218610126,SB,-0.9511632334566004,SdP,0.03819170853872113,beta,-1.5067917246095073
ketone,C1CCC(=O)C1,n,0.052592098518237484,beta,0.27937475745039514,N_mol_cm3,0.2963407643656744,alpha,-0.5624739952482177,SB,,SA,,delta,,fn,0.10255179621307436,SdP,,SP,,ET30,-0.3246087018414197,pi_star,0.6474037172108867
amine,C1COCCN1,n,0.33441385433718385,ET30,-0.10283333947544077,alpha,0.11110119520732167,fn,0.3461279048532193,N_mol_cm3,0.33529540028710875,SB,,pi_star,-0.7234541538712015,SA,,beta,0.897663155086515,SdP,,delta,,SP,
polyhydric_alcohol,C(CCO)CO,SdP,1.0251920918812738,beta,,SB,0.5974122258807303,SP,0.45841731504662425,SA,1.3412308160917366,fn,0.23460137173971668,delta,,N_mol_cm3,0.3024914963532694,pi_star,,n,0.20484063327100047,ET30,1.6297866790087683,alpha,
monohydric_alcohol,CCO,N_mol_cm3,1.4977837459425372,SB,0.7994003292725561,n,-1.204268145823742,SA,1.231936542326954,SP,-1.0546996071936912,fn,-1.021624855969771,SdP,0.7865442379984477,ET30,1.4080113166427892,beta,1.0694099322076596,delta,1.0911038577537826,pi_star,-0.16770096289197642,alpha,1.4350248454130372
monohydric_alcohol,CC(C)CO,N_mol_cm3,0.19382856457242664,pi_star,-0.6864039411392531,delta,0.44951699440166415,ET30,0.9505996317629585,fn,-0.4853253529106478,SdP,0.4948635276972158,SA,0.8266369437825509,beta,1.3785541310257194,SP,-0.775354944626248,n,-0.6130903247092813,alpha,1.2724377304754932,SB,1.3716999555493956
carboxylic_acid,CCCCCCC(=O)O,SdP,-0.8191728035588398,SB,-0.3115342393824855,alpha,2.2247336893953937,ET30,1.8377010812268733,delta,0.36673159267881056,SA,1.4368633056359215,beta,0.038929269480792845,fn,-0.17558943649130568,pi_star,-0.3159018138197699,N_mol_cm3,-0.5688622018893361,SP,-0.2283049804316733,n,-0.2648622930939125
ketone,CCCCC(=O)CCCC,SA,,pi_star,,delta,,N_mol_cm3,-0.837444165347645,ET30,-0.5879669446510193,SdP,,alpha,,n,-0.2324689878273667,beta,,SP,,SB,,fn,-0.14723523315736423
alkane,C1CCCC1,SB,-1.2036483626963825,SA,-0.5896346870860926,SP,-0.7986336665068683,alpha,,N_mol_cm3,0.144622708671668,pi_star,,fn,,beta,,delta,,SdP,-1.5203850162022057,n,,ET30,
halohydrocarbon,C1=CC=C(C=C1)Br,ET30,-0.7127155859818821,n,2.018865728197568,pi_star,0.7585543554067318,SdP,-0.05608892509400042,SB,-0.7693739404039572,N_mol_cm3,-0.0604016909148276,delta,-0.1506771680890266,alpha,-0.5624739952482177,beta,-1.300695592064134,SA,-0.5896346870860926,SP,1.7620257403613573,fn,1.7395344686926344
amine,C(CN)N,ET30,0.03577626200329595,beta,3.405166101055224,SdP,,SP,,pi_star,-0.427052452015615,delta,,SB,,alpha,-0.2605264960784931,fn,0.380963068949205,N_mol_cm3,1.0528807988398425,SA,,n,0.37490548592036527
other,C(=S)=S,SA,-0.5896346870860926,SdP,-1.5203850162022057,alpha,-0.5624739952482177,pi_star,0.0916505262316617,delta,-0.06789176636617295,fn,2.604742730425479,SB,-1.0656231587119684,ET30,-1.2394320716010823,n,3.136434759893398,beta,-1.2663462366399052,N_mol_cm3,1.37476910619064,SP,3.216945857900122
ester,CC1COC(=O)O1,delta,1.339460062922344,N_mol_cm3,0.4111544281341118,SdP,1.2550011363610323,SA,-0.1069183112916353,fn,-0.1186109897916707,beta,-0.13281750764035158,SP,0.2605481790613521,n,-0.20007568256082084,ET30,0.5902146679182428,alpha,-0.5624739952482177,pi_star,0.9067552063345249,SB,-0.26777015031425655
ketone,CC(=O)C(Cl)(Cl)Cl,beta,,ET30,0.576353707770369,SA,,n,0.052592098518237484,delta,,SB,,alpha,,N_mol_cm3,-0.19571779464191438,pi_star,,SP,,fn,0.10255179621307436,SdP,
polyhydric_alcohol,CCC(CO)O,delta,,n,0.07202808167816284,N_mol_cm3,0.2799388123987548,fn,0.11929427818168774,SA,1.5324957951801066,SP,0.00448223837452927,pi_star,,beta,,SdP,0.8867174112332141,ET30,1.5050380376779053,SB,0.8330650131711939,alpha,
monohydric_alcohol,CCCCCCCO,pi_star,,SP,-0.20502625855105303,n,-0.15148572466100388,SB,1.6544833002979518,delta,,alpha,,beta,,ET30,0.9367386716150846,SdP,-0.05019638549195533,SA,0.7856515911207573,fn,-0.07594466477488174,N_mol_cm3,-0.570912445885201
monohydric_alcohol,CCOC(=O)C1=CC=CC=C1O,fn,,n,,SP,1.1102215277039902,SB,-0.6212493312499517,pi_star,,delta,,alpha,,SA,-0.05227117440924393,ET30,,beta,,N_mol_cm3,-0.6242187897776899,SdP,0.4860247182941482
monohydric_alcohol,CCCCCCCCO,SdP,-0.18277852653796986,n,-0.07050246149463746,SB,1.691514452586453,SP,-0.12355073196888214,beta,1.2755060647530332,alpha,1.2259842690647664,fn,-0.004924136424152827,delta,0.035589985787394474,SA,0.7719898069001595,ET30,0.8812948310235902,pi_star,-0.6864039411392531,N_mol_cm3,-0.7123792815998828
aromatic,C1=CC=CC=C1,SA,-0.5896346870860926,beta,-1.1632981703672185,ET30,-1.0315176693829773,alpha,-0.5624739952482177,SB,-0.9982937909146931,SdP,-0.7248921699261183,SP,0.807598143255928,N_mol_cm3,0.2922402763739447,fn,0.9893632604860654,n,1.0956565281010096,pi_star,0.017550100767764972,delta,-0.39903337325758825
ester,CCOC(=O)CCl,alpha,-0.5624739952482177,n,-0.20007568256082084,SB,,ET30,-0.3246087018414197,pi_star,0.42510244081919657,fn,-0.1186109897916707,SA,,N_mol_cm3,-0.09525583884453181,SP,,beta,-0.3045642847614962,SdP,,delta,
polyhydric_alcohol,C[C@@H](CO)O,n,-0.01543384254151203,SdP,1.0959025671058151,SA,1.5734811478418997,beta,,delta,,fn,0.04314298922767203,ET30,1.7129524398960105,SP,0.08595776495670017,pi_star,,alpha,,SB,0.5974122258807303,N_mol_cm3,0.7842988353815336
monohydric_alcohol,CCO,pi_star,-0.16770096289197642,SP,-1.0546996071936912,N_mol_cm3,1.4977837459425372,delta,1.0911038577537826,SB,0.7994003292725561,alpha,1.4350248454130372,SdP,0.7865442379984477,n,-1.204268145823742,fn,-1.021624855969771,ET30,1.4080113166427892,beta,1.0694099322076596,SA,1.231936542326954
monohydric_alcohol,CCCCCCCCO,n,-0.07050246149463746,alpha,1.2259842690647664,ET30,0.8812948310235902,fn,-0.004924136424152827,SA,0.7719898069001595,beta,1.2755060647530332,N_mol_cm3,-0.7123792815998828,delta,0.035589985787394474,SB,1.691514452586453,SdP,-0.18277852653796986,SP,-0.12355073196888214,pi_star,-0.6864039411392531
monohydric_alcohol,C1CCCC(CC1)O,ET30,,beta,,N_mol_cm3,-0.29412950644343205,n,,SP,0.5398928416287951,alpha,,SA,0.2437341503703761,SB,1.651116831908088,SdP,0.08827829515610446,fn,,delta,,pi_star,
ether,CC(C)(C)OC,SB,0.4930517057949535,beta,,N_mol_cm3,-0.2982299944351622,alpha,,n,-1.0844129163375213,fn,-0.9119886030785307,delta,-1.144101988763274,SA,-0.5896346870860926,ET30,-0.9760738287914817,SP,-1.1827325775371025,pi_star,,SdP,-0.2770591601706914
alkane,CCCCCCCCCCCCC,fn,,beta,,n,,SB,-1.2474124517646115,delta,,SP,-0.3912560335960151,SdP,-1.5203850162022057,ET30,,N_mol_cm3,-1.1736841806694973,pi_star,,alpha,,SA,-0.5896346870860926
ketone,CC(C)CC(=O)CC(C)C,SdP,,SP,,n,-0.34584555626027896,SA,,pi_star,,ET30,-0.5186621439116509,delta,,N_mol_cm3,-0.8517958733186998,fn,-0.24715004490553877,SB,,beta,,alpha,
amine,C1=CC=C(C=C1)N,fn,2.0962573506367947,beta,0.21067604660193728,alpha,0.041421003091231465,N_mol_cm3,0.226632468506266,SdP,1.296248913575348,SA,0.011483818620212749,n,2.4723720019292097,ET30,0.35457834540439,pi_star,0.5362530790150416,delta,0.6978731995702265,SB,-0.5269882163337662,SP,2.3323544264365537
aromatic,CCCCC1=CC=CC=C1,beta,,alpha,,fn,0.8270692014032185,SdP,-1.0018415312222377,n,0.9012966965017379,SA,-0.5896346870860926,pi_star,,SB,-0.9141320811680991,ET30,,N_mol_cm3,-0.704178305616423,SP,0.4816960369272445,delta,
carboxylic_acid,CCCCCCC(=O)O,SA,1.4368633056359215,SdP,-0.8191728035588398,delta,0.36673159267881056,SP,-0.2283049804316733,N_mol_cm3,-0.5688622018893361,SB,-0.3115342393824855,alpha,2.2247336893953937,beta,0.038929269480792845,pi_star,-0.3159018138197699,n,-0.2648622930939125,ET30,1.8377010812268733,fn,-0.17558943649130568
